,0,1
803,[0.16336206 0.16336206 0.16336206 ... 0.22135112 0.22135112 0.22135112],"('DB01333',)"
804,[0.17557961 0.17557961 0.17557961 ... 0.23316371 0.23316371 0.23316371],"('DB01330',)"
805,[0.1777246  0.1777246  0.1777246  ... 0.23611796 0.23611796 0.23611796],"('DB01331',)"
806,[0.17784232 0.17784232 0.17784232 ... 0.23655021 0.23655021 0.23655021],"('DB01397',)"
807,[0.17622103 0.17622103 0.17622103 ... 0.23238832 0.23238832 0.23238832],"('DB01602',)"
808,[0.19900927 0.19900927 0.19900927 ... 0.26077825 0.26077825 0.26077825],"('DB00456',)"
809,[0.16691312 0.16691312 0.16691312 ... 0.2206639  0.2206639  0.2206639 ],"('DB09324',)"
810,[0.17493129 0.17493129 0.17493129 ... 0.22902465 0.22902465 0.22902465],"('DB09323',)"
811,[0.20128822 0.20128822 0.20128822 ... 0.25867763 0.25867763 0.25867763],"('DB01155',)"
812,[0.2241104 0.2241104 0.2241104 ... 0.3016077 0.3016077 0.3016077],"('DB09320',)"
813,[0.18331659 0.18331659 0.18331659 ... 0.24319127 0.24319127 0.24319127],"('DB00839',)"
814,[0.20664033 0.20664033 0.20664033 ... 0.27519462 0.27519462 0.27519462],"('DB01212',)"
815,[0.16504535 0.16504535 0.16504535 ... 0.21968159 0.21968159 0.21968159],"('DB00267',)"
816,[0.17554343 0.17554343 0.17554343 ... 0.23087335 0.23087335 0.23087335],"('DB09008',)"
817,[0.17650609 0.17650609 0.17650609 ... 0.23287293 0.23287293 0.23287293],"('DB01600',)"
818,[0.17123893 0.17123893 0.17123893 ... 0.22883648 0.22883648 0.22883648],"('DB06718',)"
819,[0.17238215 0.17238215 0.17238215 ... 0.2313956  0.2313956  0.2313956 ],"('DB08983',)"
820,[0.1808173  0.1808173  0.1808173  ... 0.23985311 0.23985311 0.23985311],"('DB00779',)"
821,[0.16702287 0.16702287 0.16702287 ... 0.21909732 0.21909732 0.21909732],"('DB00715',)"
822,[0.18164125 0.18164125 0.18164125 ... 0.24000698 0.24000698 0.24000698],"('DB00493',)"
823,[0.1849508  0.1849508  0.1849508  ... 0.24971858 0.24971858 0.24971858],"('DB01053',)"
824,[0.17841162 0.17841162 0.17841162 ... 0.23484826 0.23484826 0.23484826],"('DB04576',)"
825,[0.17721123 0.17721123 0.17721123 ... 0.23352432 0.23352432 0.23352432],"('DB06154',)"
826,[0.17394151 0.17394151 0.17394151 ... 0.23325634 0.23325634 0.23325634],"('DB01044',)"
827,[0.19112644 0.19112644 0.19112644 ... 0.24524412 0.24524412 0.24524412],"('DB01137',)"
828,[0.18449399 0.18449399 0.18449399 ... 0.24744955 0.24744955 0.24744955],"('DB01604',)"
829,[0.17654504 0.17654504 0.17654504 ... 0.23209977 0.23209977 0.23209977],"('DB00501',)"
830,[0.17076883 0.17076883 0.17076883 ... 0.22920173 0.22920173 0.22920173],"('DB06176',)"
831,[0.15982072 0.15982072 0.15982072 ... 0.21034232 0.21034232 0.21034232],"('DB01414',)"
832,[0.21812615 0.21812615 0.21812615 ... 0.29641947 0.29641947 0.29641947],"('DB01061',)"
833,[0.1680828  0.1680828  0.1680828  ... 0.21966359 0.21966359 0.21966359],"('DB00539',)"
834,[0.18469135 0.18469135 0.18469135 ... 0.24407163 0.24407163 0.24407163],"('DB06263',)"
835,[0.17058899 0.17058899 0.17058899 ... 0.22984847 0.22984847 0.22984847],"('DB00445',)"
836,[0.19646773 0.19646773 0.19646773 ... 0.25461096 0.25461096 0.25461096],"('DB00695',)"
837,[0.19930321 0.19930321 0.19930321 ... 0.2697054  0.2697054  0.2697054 ],"('DB00385',)"
838,[0.17402422 0.17402422 0.17402422 ... 0.23033124 0.23033124 0.23033124],"('DB00479',)"
839,[0.19946802 0.19946802 0.19946802 ... 0.26448238 0.26448238 0.26448238],"('DB00798',)"
840,[0.20091519 0.20091519 0.20091519 ... 0.2616018  0.2616018  0.2616018 ],"('DB00428',)"
841,[0.18076044 0.18076044 0.18076044 ... 0.24012366 0.24012366 0.24012366],"('DB06696',)"
842,[0.180383  0.180383  0.180383  ... 0.2278842 0.2278842 0.2278842],"('DB01578',)"
843,[0.20609045 0.20609045 0.20609045 ... 0.2688545  0.2688545  0.2688545 ],"('DB01421',)"
844,[0.1802781  0.1802781  0.1802781  ... 0.23615605 0.23615605 0.23615605],"('DB00955',)"
845,[0.18695736 0.18695736 0.18695736 ... 0.24012455 0.24012455 0.24012455],"('DB00919',)"
846,[0.18916997 0.18916997 0.18916997 ... 0.24879754 0.24879754 0.24879754],"('DB01580',)"
847,[0.19273067 0.19273067 0.19273067 ... 0.25454468 0.25454468 0.25454468],"('DB00419',)"
848,[0.17064108 0.17064108 0.17064108 ... 0.22865275 0.22865275 0.22865275],"('DB01189',)"
849,[0.17701992 0.17701992 0.17701992 ... 0.21870562 0.21870562 0.21870562],"('DB01463',)"
850,[0.14426994 0.14426994 0.14426994 ... 0.19213542 0.19213542 0.19213542],"('DB00292',)"
851,[0.18271458 0.18271458 0.18271458 ... 0.24912968 0.24912968 0.24912968],"('DB00750',)"
852,[0.16503778 0.16503778 0.16503778 ... 0.2182478  0.2182478  0.2182478 ],"('DB01501',)"
853,[0.1585044  0.1585044  0.1585044  ... 0.20815104 0.20815104 0.20815104],"('DB01252',)"
854,[0.18643367 0.18643367 0.18643367 ... 0.24985069 0.24985069 0.24985069],"('DB00409',)"
855,[0.17341752 0.17341752 0.17341752 ... 0.22851747 0.22851747 0.22851747],"('DB00844',)"
856,[0.1817076  0.1817076  0.1817076  ... 0.24339974 0.24339974 0.24339974],"('DB09286',)"
857,[0.19289142 0.19289142 0.19289142 ... 0.25485966 0.25485966 0.25485966],"('DB09009',)"
858,[0.16039386 0.16039386 0.16039386 ... 0.21291474 0.21291474 0.21291474],"('DB00652',)"
859,[0.1748819  0.1748819  0.1748819  ... 0.22861758 0.22861758 0.22861758],"('DB00206',)"
860,[0.16655019 0.16655019 0.16655019 ... 0.22080696 0.22080696 0.22080696],"('DB00807',)"
861,[0.17772904 0.17772904 0.17772904 ... 0.23569989 0.23569989 0.23569989],"('DB13323',)"
862,[0.15538922 0.15538922 0.15538922 ... 0.201208   0.201208   0.201208  ],"('DB00283',)"
863,[0.14558467 0.14558467 0.14558467 ... 0.18943113 0.18943113 0.18943113],"('DB01178',)"
864,[0.17368957 0.17368957 0.17368957 ... 0.23138335 0.23138335 0.23138335],"('DB04908',)"
865,[0.1723262 0.1723262 0.1723262 ... 0.2245372 0.2245372 0.2245372],"('DB00875',)"
866,[0.16844821 0.16844821 0.16844821 ... 0.22261843 0.22261843 0.22261843],"('DB01238',)"
867,[0.16835728 0.16835728 0.16835728 ... 0.23055866 0.23055866 0.23055866],"('DB00298',)"
868,[0.15421161 0.15421161 0.15421161 ... 0.20883298 0.20883298 0.20883298],"('DB00899',)"
869,[0.16312218 0.16312218 0.16312218 ... 0.218175   0.218175   0.218175  ],"('DB09225',)"
870,[0.17138693 0.17138693 0.17138693 ... 0.22864169 0.22864169 0.22864169],"('DB13025',)"
871,[0.17979747 0.17979747 0.17979747 ... 0.24433696 0.24433696 0.24433696],"('DB01161',)"
872,[0.16790687 0.16790687 0.16790687 ... 0.22002581 0.22002581 0.22002581],"('DB00831',)"
873,[0.15296882 0.15296882 0.15296882 ... 0.20331988 0.20331988 0.20331988],"('DB01081',)"
874,[0.17284071 0.17284071 0.17284071 ... 0.2367447  0.2367447  0.2367447 ],"('DB01563',)"
875,[0.19028181 0.19028181 0.19028181 ... 0.25586858 0.25586858 0.25586858],"('DB06594',)"
876,[0.17967653 0.17967653 0.17967653 ... 0.21551156 0.21551156 0.21551156],"('DB01086',)"
877,[0.1748459 0.1748459 0.1748459 ... 0.2343401 0.2343401 0.2343401],"('DB11148',)"
878,[0.15685916 0.15685916 0.15685916 ... 0.20418787 0.20418787 0.20418787],"('DB01545',)"
879,[0.1507197  0.1507197  0.1507197  ... 0.19821608 0.19821608 0.19821608],"('DB00427',)"
880,[0.1897316  0.1897316  0.1897316  ... 0.25390193 0.25390193 0.25390193],"('DB00491',)"
881,[0.18183178 0.18183178 0.18183178 ... 0.24684626 0.24684626 0.24684626],"('DB09085',)"
882,[0.1796943  0.1796943  0.1796943  ... 0.22107342 0.22107342 0.22107342],"('DB09038',)"
883,[0.1474343  0.1474343  0.1474343  ... 0.19122177 0.19122177 0.19122177],"('DB01224',)"
884,[0.18708879 0.18708879 0.18708879 ... 0.24589625 0.24589625 0.24589625],"('DB00660',)"
885,[0.16226283 0.16226283 0.16226283 ... 0.21465734 0.21465734 0.21465734],"('DB00950',)"
886,[0.1625607  0.1625607  0.1625607  ... 0.21425745 0.21425745 0.21425745],"('DB00813',)"
887,[0.1660928  0.1660928  0.1660928  ... 0.22168809 0.22168809 0.22168809],"('DB00961',)"
888,[0.16618815 0.16618815 0.16618815 ... 0.22047758 0.22047758 0.22047758],"('DB08872',)"
889,[0.17232682 0.17232682 0.17232682 ... 0.2275961  0.2275961  0.2275961 ],"('DB00508',)"
890,[0.17211965 0.17211965 0.17211965 ... 0.2261518  0.2261518  0.2261518 ],"('DB01209',)"
891,[0.17641091 0.17641091 0.17641091 ... 0.2365228  0.2365228  0.2365228 ],"('DB04878',)"
892,[0.18808462 0.18808462 0.18808462 ... 0.25106418 0.25106418 0.25106418],"('DB00391',)"
893,[0.19330728 0.19330728 0.19330728 ... 0.24115196 0.24115196 0.24115196],"('DB01615',)"
894,[0.18643348 0.18643348 0.18643348 ... 0.24800855 0.24800855 0.24800855],"('DB01440',)"
895,[0.18444544 0.18444544 0.18444544 ... 0.244481   0.244481   0.244481  ],"('DB00323',)"
896,[0.15200141 0.15200141 0.15200141 ... 0.1911262  0.1911262  0.1911262 ],"('DB00985',)"
897,[0.18705334 0.18705334 0.18705334 ... 0.25173876 0.25173876 0.25173876],"('DB00241',)"
898,[0.19171783 0.19171783 0.19171783 ... 0.2595361  0.2595361  0.2595361 ],"('DB06288',)"
899,[0.18613034 0.18613034 0.18613034 ... 0.24534672 0.24534672 0.24534672],"('DB00408',)"
900,[0.17229824 0.17229824 0.17229824 ... 0.23104498 0.23104498 0.23104498],"('DB00645',)"
901,[0.18331404 0.18331404 0.18331404 ... 0.2459918  0.2459918  0.2459918 ],"('DB01437',)"
902,[0.15119639 0.15119639 0.15119639 ... 0.20010918 0.20010918 0.20010918],"('DB00527',)"
903,[0.18031882 0.18031882 0.18031882 ... 0.2420753  0.2420753  0.2420753 ],"('DB01433',)"
904,[0.17821869 0.17821869 0.17821869 ... 0.23883194 0.23883194 0.23883194],"('DB00721',)"
905,[0.19447276 0.19447276 0.19447276 ... 0.26263595 0.26263595 0.26263595],"('DB00934',)"
906,[0.15259968 0.15259968 0.15259968 ... 0.19944835 0.19944835 0.19944835],"('DB09224',)"
907,[0.17927527 0.17927527 0.17927527 ... 0.24803916 0.24803916 0.24803916],"('DB00933',)"
908,[0.14799306 0.14799306 0.14799306 ... 0.19602218 0.19602218 0.19602218],"('DB00181',)"
909,[0.18672049 0.18672049 0.18672049 ... 0.25648302 0.25648302 0.25648302],"('DB00334',)"
910,[0.16449371 0.16449371 0.16449371 ... 0.21506146 0.21506146 0.21506146],"('DB00237',)"
911,[0.17861703 0.17861703 0.17861703 ... 0.23580378 0.23580378 0.23580378],"('DB09345',)"
912,[0.17781162 0.17781162 0.17781162 ... 0.23187804 0.23187804 0.23187804],"('DB09342',)"
913,[0.14612909 0.14612909 0.14612909 ... 0.19101873 0.19101873 0.19101873],"('DB01356',)"
914,[0.16059893 0.16059893 0.16059893 ... 0.2099897  0.2099897  0.2099897 ],"('DB01353',)"
915,[0.10339919 0.10339919 0.10339919 ... 0.12004408 0.12004408 0.12004408],"('DB06153',)"
916,[0.18200761 0.18200761 0.18200761 ... 0.2365517  0.2365517  0.2365517 ],"('DB08815',)"
917,[0.18192825 0.18192825 0.18192825 ... 0.24626222 0.24626222 0.24626222],"('DB00423',)"
918,[0.17450455 0.17450455 0.17450455 ... 0.23378414 0.23378414 0.23378414],"('DB01618',)"
919,[0.16494077 0.16494077 0.16494077 ... 0.21714011 0.21714011 0.21714011],"('DB01267',)"
920,[0.17503458 0.17503458 0.17503458 ... 0.2321142  0.2321142  0.2321142 ],"('DB01614',)"
921,[0.16652268 0.16652268 0.16652268 ... 0.22018784 0.22018784 0.22018784],"('DB01452',)"
922,[0.18745613 0.18745613 0.18745613 ... 0.24807215 0.24807215 0.24807215],"('DB08882',)"
923,[0.19884524 0.19884524 0.19884524 ... 0.26411822 0.26411822 0.26411822],"('DB00623',)"
924,[0.18074656 0.18074656 0.18074656 ... 0.23953456 0.23953456 0.23953456],"('DB01297',)"
925,[0.16751936 0.16751936 0.16751936 ... 0.22810662 0.22810662 0.22810662],"('DB00166',)"
926,[0.15327105 0.15327105 0.15327105 ... 0.20068619 0.20068619 0.20068619],"('DB00914',)"
927,[0.15071161 0.15071161 0.15071161 ... 0.19318688 0.19318688 0.19318688],"('DB00284',)"
928,[0.15778193 0.15778193 0.15778193 ... 0.2103262  0.2103262  0.2103262 ],"('DB00104',)"
929,[0.1873551  0.1873551  0.1873551  ... 0.24039054 0.24039054 0.24039054],"('DB04896',)"
930,[0.20338887 0.20338887 0.20338887 ... 0.2761247  0.2761247  0.2761247 ],"('DB00866',)"
931,[0.17978267 0.17978267 0.17978267 ... 0.24253127 0.24253127 0.24253127],"('DB00335',)"
932,[0.16390514 0.16390514 0.16390514 ... 0.2191399  0.2191399  0.2191399 ],"('DB09204',)"
933,[0.15199873 0.15199873 0.15199873 ... 0.19867581 0.19867581 0.19867581],"('DB01193',)"
934,[0.15313056 0.15313056 0.15313056 ... 0.20217744 0.20217744 0.20217744],"('DB00489',)"
935,[0.15802464 0.15802464 0.15802464 ... 0.20813733 0.20813733 0.20813733],"('DB00598',)"
936,[0.16095805 0.16095805 0.16095805 ... 0.21218842 0.21218842 0.21218842],"('DB01295',)"
937,[0.163501   0.163501   0.163501   ... 0.21519843 0.21519843 0.21519843],"('DB08808',)"
938,[0.15589507 0.15589507 0.15589507 ... 0.21060714 0.21060714 0.21060714],"('DB04861',)"
939,[0.15737495 0.15737495 0.15737495 ... 0.2104474  0.2104474  0.2104474 ],"('DB00187',)"
940,[0.16177574 0.16177574 0.16177574 ... 0.2154997  0.2154997  0.2154997 ],"('DB00331',)"
941,[0.1486786  0.1486786  0.1486786  ... 0.19404927 0.19404927 0.19404927],"('DB00521',)"
942,[0.1677416  0.1677416  0.1677416  ... 0.21338391 0.21338391 0.21338391],"('DB01359',)"
943,[0.16045839 0.16045839 0.16045839 ... 0.21727777 0.21727777 0.21727777],"('DB01214',)"
944,[0.17045909 0.17045909 0.17045909 ... 0.22826698 0.22826698 0.22826698],"('DB01210',)"
945,[0.1591579  0.1591579  0.1591579  ... 0.21449935 0.21449935 0.21449935],"('DB00960',)"
946,[0.1638121  0.1638121  0.1638121  ... 0.21788114 0.21788114 0.21788114],"('DB01203',)"
947,[0.15955378 0.15955378 0.15955378 ... 0.21255147 0.21255147 0.21255147],"('DB08807',)"
948,[0.16478255 0.16478255 0.16478255 ... 0.21794483 0.21794483 0.21794483],"('DB00834',)"
949,[0.18696117 0.18696117 0.18696117 ... 0.2536727  0.2536727  0.2536727 ],"('DB00195',)"
950,[0.19494182 0.19494182 0.19494182 ... 0.2607628  0.2607628  0.2607628 ],"('DB01268',)"
951,[0.14587405 0.14587405 0.14587405 ... 0.19057962 0.19057962 0.19057962],"('DB01119',)"
952,[0.16765669 0.16765669 0.16765669 ... 0.22411767 0.22411767 0.22411767],"('DB00310',)"
953,[0.17741814 0.17741814 0.17741814 ... 0.23569623 0.23569623 0.23569623],"('DB00905',)"
954,[0.18854234 0.18854234 0.18854234 ... 0.25569898 0.25569898 0.25569898],"('DB01180',)"
955,[0.17916244 0.17916244 0.17916244 ... 0.23876238 0.23876238 0.23876238],"('DB01158',)"
956,[0.1738931  0.1738931  0.1738931  ... 0.23039907 0.23039907 0.23039907],"('DB01021',)"
957,[0.17352709 0.17352709 0.17352709 ... 0.23251468 0.23251468 0.23251468],"('DB00765',)"
958,[0.1764574  0.1764574  0.1764574  ... 0.23377368 0.23377368 0.23377368],"('DB01170',)"
959,[0.1648412  0.1648412  0.1648412  ... 0.21556732 0.21556732 0.21556732],"('DB00881',)"
960,[0.15336856 0.15336856 0.15336856 ... 0.20124635 0.20124635 0.20124635],"('DB00880',)"
961,[0.1901285  0.1901285  0.1901285  ... 0.25199276 0.25199276 0.25199276],"('DB00325',)"
962,[0.19028363 0.19028363 0.19028363 ... 0.25413984 0.25413984 0.25413984],"('DB00287',)"
963,[0.20879468 0.20879468 0.20879468 ... 0.2705605  0.2705605  0.2705605 ],"('DB00692',)"
964,[0.18519238 0.18519238 0.18519238 ... 0.25041613 0.25041613 0.25041613],"('DB09242',)"
965,[0.17870697 0.17870697 0.17870697 ... 0.23464108 0.23464108 0.23464108],"('DB00275',)"
966,[0.1794213 0.1794213 0.1794213 ... 0.2356062 0.2356062 0.2356062],"('DB00876',)"
967,[0.18683857 0.18683857 0.18683857 ... 0.2513187  0.2513187  0.2513187 ],"('DB00524',)"
968,[0.17474717 0.17474717 0.17474717 ... 0.23223725 0.23223725 0.23223725],"('DB01275',)"
969,[0.18257537 0.18257537 0.18257537 ... 0.2485339  0.2485339  0.2485339 ],"('DB00654',)"
970,[0.17843631 0.17843631 0.17843631 ... 0.2276231  0.2276231  0.2276231 ],"('DB00800',)"
971,[0.17826888 0.17826888 0.17826888 ... 0.23591623 0.23591623 0.23591623],"('DB01089',)"
972,[0.18186164 0.18186164 0.18186164 ... 0.2428351  0.2428351  0.2428351 ],"('DB00226',)"
973,[0.1837422  0.1837422  0.1837422  ... 0.24474302 0.24474302 0.24474302],"('DB00350',)"
974,[0.16463703 0.16463703 0.16463703 ... 0.2150599  0.2150599  0.2150599 ],"('DB01197',)"
975,[0.17109652 0.17109652 0.17109652 ... 0.22014588 0.22014588 0.22014588],"('DB06826',)"
976,[0.16871785 0.16871785 0.16871785 ... 0.21624488 0.21624488 0.21624488],"('DB01324',)"
977,[0.1727157  0.1727157  0.1727157  ... 0.22520632 0.22520632 0.22520632],"('DB08932',)"
978,[0.16661304 0.16661304 0.16661304 ... 0.22118318 0.22118318 0.22118318],"('DB00999',)"
979,[0.16721565 0.16721565 0.16721565 ... 0.22203898 0.22203898 0.22203898],"('DB00797',)"
980,[0.18837595 0.18837595 0.18837595 ... 0.25141808 0.25141808 0.25141808],"('DB00217',)"
981,[0.16908275 0.16908275 0.16908275 ... 0.2258698  0.2258698  0.2258698 ],"('DB00966',)"
982,[0.16083576 0.16083576 0.16083576 ... 0.20833424 0.20833424 0.20833424],"('DB09220',)"
983,[0.18043882 0.18043882 0.18043882 ... 0.2434082  0.2434082  0.2434082 ],"('DB00457',)"
984,[0.16027056 0.16027056 0.16027056 ... 0.21000183 0.21000183 0.21000183],"('DB00436',)"
985,[0.17459476 0.17459476 0.17459476 ... 0.22867373 0.22867373 0.22867373],"('DB00606',)"
986,[0.18002287 0.18002287 0.18002287 ... 0.23669752 0.23669752 0.23669752],"('DB01348',)"
987,[0.17610265 0.17610265 0.17610265 ... 0.23276803 0.23276803 0.23276803],"('DB00774',)"
988,[0.18206416 0.18206416 0.18206416 ... 0.24115542 0.24115542 0.24115542],"('DB04840',)"
989,[0.19642913 0.19642913 0.19642913 ... 0.25932354 0.25932354 0.25932354],"('DB02638',)"
990,[0.17083979 0.17083979 0.17083979 ... 0.2292004  0.2292004  0.2292004 ],"('DB09274',)"
991,[0.20098573 0.20098573 0.20098573 ... 0.26978052 0.26978052 0.26978052],"('DB06636',)"
992,[0.18366462 0.18366462 0.18366462 ... 0.23824906 0.23824906 0.23824906],"('DB00776',)"
993,[0.20054492 0.20054492 0.20054492 ... 0.26962417 0.26962417 0.26962417],"('DB00956',)"
994,[0.19894832 0.19894832 0.19894832 ... 0.26784167 0.26784167 0.26784167],"('DB06717',)"
995,[0.2001347  0.2001347  0.2001347  ... 0.26878035 0.26878035 0.26878035],"('DB00957',)"
996,[0.19000532 0.19000532 0.19000532 ... 0.25097084 0.25097084 0.25097084],"('DB06713',)"
997,[0.17959031 0.17959031 0.17959031 ... 0.23707658 0.23707658 0.23707658],"('DB00763',)"
998,[0.17299494 0.17299494 0.17299494 ... 0.22487071 0.22487071 0.22487071],"('DB06715',)"
999,[0.18432274 0.18432274 0.18432274 ... 0.24085593 0.24085593 0.24085593],"('DB04575',)"
1000,[0.11304   0.11304   0.11304   ... 0.1321511 0.1321511 0.1321511],"('DB00607',)"
1001,[0.17057543 0.17057543 0.17057543 ... 0.227548   0.227548   0.227548  ],"('DB00389',)"
1002,[0.19019367 0.19019367 0.19019367 ... 0.25486416 0.25486416 0.25486416],"('DB00993',)"
1003,[0.1585944 0.1585944 0.1585944 ... 0.2047922 0.2047922 0.2047922],"('DB00823',)"
1004,[0.18730208 0.18730208 0.18730208 ... 0.24669158 0.24669158 0.24669158],"('DB01395',)"
1005,[0.17865412 0.17865412 0.17865412 ... 0.2334848  0.2334848  0.2334848 ],"('DB01022',)"
1006,[0.19853058 0.19853058 0.19853058 ... 0.26434085 0.26434085 0.26434085],"('DB00255',)"
1007,[0.151751   0.151751   0.151751   ... 0.20547733 0.20547733 0.20547733],"('DB04573',)"
1008,[0.16318919 0.16318919 0.16318919 ... 0.21433267 0.21433267 0.21433267],"('DB01033',)"
1009,[0.17735603 0.17735603 0.17735603 ... 0.23300087 0.23300087 0.23300087],"('DB00301',)"
1010,[0.19525033 0.19525033 0.19525033 ... 0.24895841 0.24895841 0.24895841],"('DB00304',)"
1011,[0.19008191 0.19008191 0.19008191 ... 0.25379282 0.25379282 0.25379282],"('DB00364',)"
1012,[0.18438601 0.18438601 0.18438601 ... 0.24064925 0.24064925 0.24064925],"('DB00550',)"
1013,[0.23615792 0.23615792 0.23615792 ... 0.31076208 0.31076208 0.31076208],"('DB00485',)"
1014,[0.16528827 0.16528827 0.16528827 ... 0.21598977 0.21598977 0.21598977],"('DB01147',)"
1015,[0.19035654 0.19035654 0.19035654 ... 0.2547177  0.2547177  0.2547177 ],"('DB06730',)"
1016,[0.18929616 0.18929616 0.18929616 ... 0.25227687 0.25227687 0.25227687],"('DB01408',)"
1017,[0.17567155 0.17567155 0.17567155 ... 0.23233175 0.23233175 0.23233175],"('DB13139',)"
1018,[0.18152346 0.18152346 0.18152346 ... 0.24268147 0.24268147 0.24268147],"('DB06704',)"
1019,[0.17227185 0.17227185 0.17227185 ... 0.22147772 0.22147772 0.22147772],"('DB00236',)"
1020,[0.16634232 0.16634232 0.16634232 ... 0.21436346 0.21436346 0.21436346],"('DB09054',)"
1021,[0.14974175 0.14974175 0.14974175 ... 0.19394967 0.19394967 0.19394967],"('DB00441',)"
1022,[0.19659609 0.19659609 0.19659609 ... 0.26614052 0.26614052 0.26614052],"('DB09094',)"
1023,[0.167508   0.167508   0.167508   ... 0.22085327 0.22085327 0.22085327],"('DB01030',)"
1024,[0.2309596  0.2309596  0.2309596  ... 0.31480372 0.31480372 0.31480372],"('DB00523',)"
1025,[0.18419306 0.18419306 0.18419306 ... 0.24466765 0.24466765 0.24466765],"('DB00855',)"
1026,[0.15833747 0.15833747 0.15833747 ... 0.20854253 0.20854253 0.20854253],"('DB00526',)"
1027,[0.15383884 0.15383884 0.15383884 ... 0.19899338 0.19899338 0.19899338],"('DB00305',)"
1028,[0.1944837  0.1944837  0.1944837  ... 0.25854117 0.25854117 0.25854117],"('DB01262',)"
1029,[0.17861836 0.17861836 0.17861836 ... 0.23947439 0.23947439 0.23947439],"('DB01157',)"
1030,[0.17474338 0.17474338 0.17474338 ... 0.22370711 0.22370711 0.22370711],"('DB00432',)"
1031,[0.16694635 0.16694635 0.16694635 ... 0.2230314  0.2230314  0.2230314 ],"('DB00380',)"
1032,[0.17885816 0.17885816 0.17885816 ... 0.23337498 0.23337498 0.23337498],"('DB00928',)"
1033,[0.17750317 0.17750317 0.17750317 ... 0.23069265 0.23069265 0.23069265],"('DB06193',)"
1034,[0.17259294 0.17259294 0.17259294 ... 0.2216177  0.2216177  0.2216177 ],"('DB11363',)"
1035,[0.17831254 0.17831254 0.17831254 ... 0.23350346 0.23350346 0.23350346],"('DB05294',)"
1036,[0.16649145 0.16649145 0.16649145 ... 0.22272143 0.22272143 0.22272143],"('DB04868',)"
1037,[0.16062799 0.16062799 0.16062799 ... 0.2141037  0.2141037  0.2141037 ],"('DB09031',)"
1038,[0.2023572  0.2023572  0.2023572  ... 0.27823877 0.27823877 0.27823877],"('DB00548',)"
1039,[0.13862124 0.13862124 0.13862124 ... 0.17893931 0.17893931 0.17893931],"('DB00014',)"
1040,[0.14382365 0.14382365 0.14382365 ... 0.18471546 0.18471546 0.18471546],"('DB04865',)"
1041,[0.21149486 0.21149486 0.21149486 ... 0.28160408 0.28160408 0.28160408],"('DB09330',)"
1042,[0.20680246 0.20680246 0.20680246 ... 0.27271435 0.27271435 0.27271435],"('DB05239',)"
1043,[0.18902612 0.18902612 0.18902612 ... 0.24997681 0.24997681 0.24997681],"('DB00894',)"
1044,[0.17544082 0.17544082 0.17544082 ... 0.23437169 0.23437169 0.23437169],"('DB11641',)"
1045,[0.17410609 0.17410609 0.17410609 ... 0.23280692 0.23280692 0.23280692],"('DB00958',)"
1046,[0.21314207 0.21314207 0.21314207 ... 0.2847249  0.2847249  0.2847249 ],"('DB00488',)"
1047,[0.17562622 0.17562622 0.17562622 ... 0.2188811  0.2188811  0.2188811 ],"('DB06813',)"
1048,[0.16781446 0.16781446 0.16781446 ... 0.22441575 0.22441575 0.22441575],"('DB06810',)"
1049,[0.19170225 0.19170225 0.19170225 ... 0.25729877 0.25729877 0.25729877],"('DB06819',)"
1050,[0.19166425 0.19166425 0.19166425 ... 0.2525814  0.2525814  0.2525814 ],"('DB09053',)"
1051,[0.15824929 0.15824929 0.15824929 ... 0.20855173 0.20855173 0.20855173],"('DB00642',)"
1052,[0.17168012 0.17168012 0.17168012 ... 0.23063233 0.23063233 0.23063233],"('DB09074',)"
1053,[0.16756213 0.16756213 0.16756213 ... 0.22140387 0.22140387 0.22140387],"('DB06626',)"
1054,[0.19721696 0.19721696 0.19721696 ... 0.2642131  0.2642131  0.2642131 ],"('DB01280',)"
1055,[0.16816887 0.16816887 0.16816887 ... 0.22522563 0.22522563 0.22522563],"('DB11630',)"
1056,[0.17303532 0.17303532 0.17303532 ... 0.229512   0.229512   0.229512  ],"('DB04845',)"
1057,[0.17985064 0.17985064 0.17985064 ... 0.23973098 0.23973098 0.23973098],"('DB06243',)"
1058,[0.17541713 0.17541713 0.17541713 ... 0.2305921  0.2305921  0.2305921 ],"('DB00762',)"
1059,[0.16103843 0.16103843 0.16103843 ... 0.21141839 0.21141839 0.21141839],"('DB01073',)"
1060,[0.16966797 0.16966797 0.16966797 ... 0.22499841 0.22499841 0.22499841],"('DB09143',)"
1061,[0.1725964  0.1725964  0.1725964  ... 0.22848335 0.22848335 0.22848335],"('DB08871',)"
1062,[0.16882522 0.16882522 0.16882522 ... 0.2249307  0.2249307  0.2249307 ],"('DB00218',)"
1063,[0.20820412 0.20820412 0.20820412 ... 0.28279105 0.28279105 0.28279105],"('DB11231',)"
1064,[0.1864803  0.1864803  0.1864803  ... 0.24793363 0.24793363 0.24793363],"('DB02300',)"
1065,[0.13577725 0.13577725 0.13577725 ... 0.18569791 0.18569791 0.18569791],"('DB04839',)"
1066,[0.1646961  0.1646961  0.1646961  ... 0.22062385 0.22062385 0.22062385],"('DB06769',)"
1067,[0.19468927 0.19468927 0.19468927 ... 0.25937885 0.25937885 0.25937885],"('DB08865',)"
1068,[0.15520352 0.15520352 0.15520352 ... 0.20472017 0.20472017 0.20472017],"('DB06825',)"
